nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.755859447243929949e+00,-2.874972455996928300e+00,-2.725599690776228101e+00,-2.550793741246441648e+00,3.103446625095405587e+00,-2.981731328641158196e+00,-3.041350905479577982e+00,-5.383878738022243038e-01,-2.073472035146634695e+00,-1.812729950207332852e+00,-1.978446011115585046e+00,-1.944460516198334155e+00,-2.328361442013916260e+00,-1.681685573002041023e+00,-2.792960701184009409e+00,-2.522328345524756710e+00,-2.493561647266087533e+00,-2.561501692068438363e+00,-2.571401646233243188e+00,-1.945994632093657861e+00,-1.972107467796157421e+00,-2.179917791675952898e+00,-2.529562109754420529e+00,-2.265146229980667947e+00,-2.393518188527878898e+00,-2.101234392610504820e+00,-1.859092126789466892e+00,-1.414619777831539693e+00,-1.163011990160072839e+00,-2.366334231093146556e+00,-2.584254095285125619e+00,-2.879725488559532032e+00,-2.767850216012019082e+00,-2.689505408798503527e+00,-2.663328838027026357e+00,-2.654927103762855900e+00,-2.373720281240666363e+00,-2.462882224870272196e+00,-2.447140519542014836e+00,-2.658245236321890914e+00,-2.567797437438120056e+00,-2.610356647431269383e+00,-2.350246171990163280e+00,-2.559309783769636581e+00,-2.666153126645560256e+00,-2.883681764989085572e+00,-2.786623808391655910e+00,3.047885921458656888e+00,3.048038547609112747e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.017229748817757073e+00,3.061974509958790502e+00,2.863922713401974907e+00,2.770538727564901826e+00,2.652989780444001244e+00,2.474170731045414406e+00,2.458220654471604316e+00,2.655096575590058183e+00,2.770353388396383565e+00,2.928872491267701328e+00,-3.117054023006843977e+00,-2.943933169776432379e+00,-2.986420609120659098e+00,-2.762552733664985105e+00,-2.513975175725492228e+00,-3.044432559897404023e+00,-2.924321399451410119e+00,3.048802507534145168e+00,-2.779902240196596708e+00,-2.820275445560182170e+00,-2.194913897244633816e+00,-2.334890216908299898e+00,-2.310847714744137082e+00,-2.252400647358939523e+00,-1.745664465691270317e+00,-2.422368031164033653e+00,-2.484149286217138819e+00,-2.538565723083063386e+00,-2.351649155498584776e+00,-2.380190881135345826e+00,-1.768992901568525733e+00,-1.761604694578516428e+00,-2.174053364102689567e+00,-2.907071281254994144e+00,-2.730733213516097102e+00,-2.557090220157092642e+00,-2.692445510107426276e+00,-2.023259148176469679e+00,-1.837944057661390129e+00,-1.815940498112359913e+00,-2.801717234439627724e+00,-2.618874389797026581e+00,-2.866683344185416260e+00,-2.737806569946843904e+00,-2.596660334694022243e+00,-2.621227827380071318e+00,-2.602613439783199922e+00,-2.400584167767009447e+00,-2.207062597276526539e+00,-2.332888386209568399e+00,-2.093647652412056637e+00,-2.342782315753671796e+00,-2.332297279431487791e+00,-2.247282779806632824e+00,-2.536857243383551008e+00,-2.590131192169710772e+00,-2.751624402718221063e+00,-2.785717468872558999e+00,-3.069728065608981371e+00,-2.703132784657394705e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.760916757316349113e+00,-2.935116103712515301e+00,-2.681201299832221885e+00,-2.990158093786579929e+00,-3.033856510965169839e+00,-2.949817372903278834e+00,-2.825789951072635198e+00,-3.027992171372219321e+00,-2.964540358443032986e+00,-3.022667441801546229e+00,-3.082384823194097567e+00,3.002899874331135255e+00,2.499548020494901213e+00,2.539268762386245992e+00,2.658355652538359593e+00,2.775435463991526852e+00,2.933627043458110428e+00,3.125555438746621562e+00,-2.996822832704358675e+00,-2.994877020936541623e+00,-2.681586348059604941e+00,-2.639085484652246905e+00,-2.943178261785486249e+00,-2.895740350804951291e+00,-2.841332610888683163e+00,-2.968339659962605737e+00,-2.863316332435685396e+00,-2.314181521911976347e+00,-2.284811111109594783e+00,-2.364317835195633766e+00,-2.098726070412366695e+00,-2.019206887341525203e+00,-2.412161593249361413e+00,-2.496128612985195616e+00,-2.495358585267291041e+00,-2.379629898411333322e+00,-2.260344920475360730e+00,-1.831674622557652787e+00,-1.770408740666809644e+00,-1.993696640519132313e+00,-2.667563137531035800e+00,-2.422827124466717219e+00,-2.426623922391438981e+00,-2.447010673831781613e+00,-2.223729863559123832e+00,-2.243901692728126562e+00,-2.390097456456017788e+00,-2.504900763614529513e+00,-2.364853400703228470e+00,-2.490079543833269238e+00,-2.466230465714002840e+00,-2.444930209822028910e+00,-2.437414287963644455e+00,-2.535280807292112915e+00,-2.327064925822223351e+00,-2.274733173408606035e+00,-2.233884010369980189e+00,-2.122176928352429659e+00,-2.086646163144544985e+00,-2.156536245990476885e+00,-2.111256105673036565e+00,-2.357946179316507962e+00,-2.420194258228430595e+00,-2.733294303966014027e+00,-2.580708544722504438e+00,-2.805862646201965571e+00,-2.636533743855073553e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.489496758145831379e+00,-1.958669481904001808e+00,-1.852569561945129450e+00,-2.690852184516085099e+00,-2.869690802944548480e+00,-3.117888744752033148e+00,-2.756174565932072440e+00,-3.043832780113681302e+00,-2.726509168625906199e+00,-2.591469589380908545e+00,-2.541745871095636655e+00,-2.828548860851621161e+00,-2.752209618719255069e+00,-2.840333698822258057e+00,-2.802635821430733198e+00,3.122142347614132341e+00,3.134417383692396086e+00,-3.135438077892704900e+00,3.054004599961176680e+00,-3.140265994791474391e+00,-3.083904527307702370e+00,-3.060878358405085820e+00,-3.023890503984047129e+00,-3.062379144244604667e+00,-3.020702325781477793e+00,-3.012672029984816646e+00,-3.100598020909766550e+00,-3.044045272615810038e+00,3.052735237533766188e+00,-2.757798487727887160e+00,-2.787996033098519622e+00,-2.579959188662332537e+00,-2.272928795240682032e+00,-2.456656466496346169e+00,-1.982851706999791963e+00,-1.777462365814194811e+00,-2.105058149532091694e+00,-2.356693405414480580e+00,-2.242149286189249136e+00,-2.441384986066577056e+00,-2.341015967993146596e+00,-2.478499981434277633e+00,-2.287815088934165075e+00,-2.488513141115496374e+00,-3.021743750387795302e+00,-2.709904082756197319e+00,-2.492327164598478806e+00,-2.588626840402088902e+00,-2.350332328988533170e+00,-2.232625797282120850e+00,-2.371744554293897966e+00,-2.440374184258004675e+00,-2.329248819110171009e+00,-2.283370862860153672e+00,-2.265915332590346942e+00,-2.211669486081744296e+00,-2.236392857676460455e+00,-2.204124960779481945e+00,-2.101985757387087261e+00,-1.700064496328703045e+00,-1.929693123762691087e+00,-1.765770680170982931e+00,-1.852128092992909592e+00,-2.030137112999582882e+00,-2.098996733461861552e+00,-2.174702572964345215e+00,-2.072575531575766128e+00,-2.282979191131734087e+00,-2.215525171177385122e+00,-2.534197605184356661e+00,-2.587889465605255790e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.999425463835325267e+00,3.105510640770300590e+00,-2.819853596095596160e+00,-2.325298317396575776e+00,-1.786357212327491562e+00,-2.552758363590893698e+00,-2.742604912998570121e+00,-3.047354407988793756e+00,-2.984700172902107873e+00,3.021016765140990934e+00,-3.047120686341790119e+00,-2.970667991661715579e+00,-2.786866983487255922e+00,-2.875938052802710310e+00,-2.562933414566829882e+00,-2.462172990522748517e+00,-2.566065827270243460e+00,-2.999501061393254453e+00,-2.866851624744525040e+00,-3.089159396768599297e+00,-3.131538294540701095e+00,3.122690678694906463e+00,-2.881133774119521540e+00,-2.877123232370336847e+00,-2.829922289019172421e+00,-2.843432412933488251e+00,-2.879076770085656989e+00,-3.018677738979672398e+00,-3.097943466175644200e+00,3.086479182288870415e+00,-3.092520463776270212e+00,-2.755849533133839291e+00,-2.856653005231039266e+00,-2.725796274791080442e+00,-2.831394167960213260e+00,-2.836350099374780331e+00,-2.449894817767874322e+00,-2.186466246794235069e+00,-2.259765303340739884e+00,-2.247802089037215900e+00,-2.003756441731658899e+00,-2.102199045664606469e+00,-1.923663926197346052e+00,-2.205930892217982553e+00,-2.931285702578191987e+00,-2.264490778617229250e+00,-2.978250860118810461e+00,-2.472884132332190177e+00,-2.250627137819350310e+00,-2.160354702103826963e+00,-2.170339323908305751e+00,-2.310307169385989123e+00,-2.404524856900878582e+00,-2.166638205234173498e+00,-2.141811429290815472e+00,-2.093215472032953883e+00,-2.121219200582654896e+00,-2.181567668581728459e+00,-2.186751991246362881e+00,-2.231999589780436999e+00,-2.283229689947739782e+00,-1.991317315693326373e+00,-2.022781259114335040e+00,-2.139297916353189333e+00,-1.955632338220996136e+00,-1.894657720616943042e+00,-2.015079850077891255e+00,-2.071731298324007930e+00,-1.962645704947587832e+00,-2.010064693665155389e+00,-2.063045979269145569e+00,-2.305037689896222375e+00,-2.121652468895500299e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.974517428663733032e+00,-2.777430726979135400e+00,-2.642312486975446184e+00,-2.318843852868667454e+00,-2.443653309173697163e+00,-2.185483951195720920e+00,-2.896691912341114783e+00,-2.972993452122199010e+00,3.112538554440620331e+00,-3.085605938763999578e+00,2.996811535237259072e+00,-3.068419863958180560e+00,-3.086981306564296812e+00,-2.858506988719564212e+00,-3.067701218633336779e+00,-2.585930108310253939e+00,-2.637021805768202221e+00,-2.666223423085972044e+00,-2.891047030664779971e+00,-2.548241737190388712e+00,-2.955078638416321901e+00,-2.978808413026880597e+00,-2.996753416070057074e+00,-2.879938759925688263e+00,-3.018394344114379457e+00,-2.884864597244626072e+00,-2.903753477085106560e+00,-3.095321027135126357e+00,3.111899879465250596e+00,-3.026483529831555774e+00,-3.033064805730945501e+00,-2.951811228106233642e+00,-2.803890891963483512e+00,-2.785366414160959092e+00,-2.909261344528371929e+00,-2.833468403846271855e+00,-2.803381850843443601e+00,-2.502101259404280853e+00,-2.646702755388859796e+00,-2.431153417582874621e+00,-2.428744812764176864e+00,-2.255945973192093224e+00,-2.245747008493251151e+00,-2.113544097743582206e+00,-2.524500725465325779e+00,-2.884604684825095244e+00,-2.806226186459335636e+00,-2.865329104873597377e+00,-2.785051169737815524e+00,-2.379890445803951149e+00,-2.412489891353976734e+00,-2.437237594699610987e+00,-2.542138939618222793e+00,-2.483881369463420974e+00,-2.352793906662369761e+00,-2.174943619298623787e+00,-2.070574992051443353e+00,-2.138291877530106966e+00,-2.206920573005356712e+00,-2.233343418042714745e+00,-2.325723099991153120e+00,-2.332654805746444016e+00,-2.131519863611111454e+00,-2.003313348485148193e+00,-2.065937680834073475e+00,-1.869727499989598973e+00,-1.886687527676825571e+00,-1.943009074648122780e+00,-2.100664620904332480e+00,-2.111816922379579076e+00,-2.263620581633574158e+00,-2.216465711071293310e+00,-2.225025487022853632e+00,-2.155323540061514720e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.824020468568190001e+00,2.876760305323219580e+00,-3.071858533355641629e+00,-3.071400060582492486e+00,-2.946038364359193196e+00,-2.937788724334007284e+00,-2.951301609780619284e+00,-2.841950647642270233e+00,-3.080027350332930514e+00,-3.041415934005360366e+00,3.100965353666436997e+00,-3.139644536240024042e+00,3.121920078226142703e+00,-2.899444589234261294e+00,-3.085030526732771339e+00,-2.914746055672043479e+00,-2.993521229402568817e+00,-2.870374433907032063e+00,-2.868490389697845089e+00,-2.764031204929859431e+00,-2.907952292138212602e+00,-2.797108144999590706e+00,-3.053754422438776039e+00,-3.093249724940021483e+00,-3.090747772110820080e+00,-3.004311215997782281e+00,-2.983045112403839738e+00,-2.849422337081997103e+00,-2.846699749391028877e+00,-3.113652256582781774e+00,3.128900582427510013e+00,-3.052979900535114144e+00,-2.980400271810679680e+00,-3.035673261255844135e+00,-2.732665685897557317e+00,-2.666517512096299392e+00,-2.785088267957930963e+00,-2.808029194227423364e+00,-2.814267473797102070e+00,-2.510417541565308497e+00,-2.863748049076218827e+00,-2.536027772154485049e+00,-2.596838127410371566e+00,-2.469195872432174976e+00,-3.026069749982567725e+00,-2.480771830697908076e+00,-2.718732808682315039e+00,-2.908821760832430048e+00,-2.743762739025690678e+00,-2.762952942640375831e+00,-2.617171756009482930e+00,-2.401432305354003649e+00,-2.484397300741645331e+00,-2.535088447080545926e+00,-2.500351177953772819e+00,-2.417743280352383284e+00,-2.266255362102921112e+00,-2.082108798521685067e+00,-1.956505157335707734e+00,-2.147304853968450722e+00,-2.234538904886564037e+00,-2.340948647089314161e+00,-2.308781591545076672e+00,-2.330996396495123690e+00,-2.226105910781440489e+00,-2.072724375003917707e+00,-2.105978210368741443e+00,-2.000537996490678871e+00,-1.940437250912437017e+00,-1.971075422667727173e+00,-2.096004945649855955e+00,-2.071183408767433676e+00,-2.218560102033096282e+00,-2.236319640058729963e+00,-2.241067922104887256e+00,-2.359731917664692702e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.706683797777281519e+00,2.378605885093077354e+00,2.749396266678183487e+00,2.756195246469633098e+00,2.985607669918602269e+00,2.913603474311377894e+00,3.030124211198599760e+00,2.982453094819741413e+00,-3.064015450773183602e+00,-3.105557108225510898e+00,-2.850518558969721727e+00,-3.136254452234041867e+00,-3.128112647246565015e+00,3.055553110075859280e+00,2.923361944446177141e+00,3.003885116361396879e+00,3.074665914345251050e+00,3.062959556974256703e+00,-3.095326712614879572e+00,-3.084828184605093782e+00,-3.105829484952344899e+00,-2.959038527786187700e+00,-2.872392774175320351e+00,-3.000319840896534362e+00,-3.009178095935591823e+00,-2.923938932856184003e+00,-3.001692730682825605e+00,-3.031329676585818866e+00,-2.967653479700571140e+00,-2.823148304083222371e+00,-2.999960547518322862e+00,-3.047277671797158138e+00,-2.939033680263027914e+00,-2.814583896936592389e+00,-3.081886385166565656e+00,-2.750235646142317414e+00,-2.638050466875416777e+00,-2.695796369433871131e+00,-2.727152075306305434e+00,-2.730189565301508026e+00,-2.585955611569163981e+00,-2.778895330083392512e+00,-2.800075387680620587e+00,-3.031225414685803532e+00,-2.969541067297665204e+00,-2.954268489709581225e+00,-2.555832234086170107e+00,-2.701639721399192950e+00,-2.801701153535810729e+00,-2.639600876933033025e+00,-2.732838328004235873e+00,-2.549974980203614017e+00,-2.345926280778467543e+00,-2.363369707717824841e+00,-2.468672743474292997e+00,-2.411415353572452069e+00,-2.341352472429967690e+00,-2.261897530043381011e+00,-2.090671842267623148e+00,-2.002812813922815849e+00,-2.177685900807928565e+00,-2.292857603183490856e+00,-2.250860497558816675e+00,-2.214551246445813248e+00,-2.392641334943206299e+00,-2.160185342048902335e+00,-2.050741347567144324e+00,-2.063721093411212681e+00,-1.978478731258507262e+00,-1.989102569506821849e+00,-2.070449204877150340e+00,-2.186939611655204896e+00,-2.120396706269711551e+00,-2.230248079708399445e+00,-2.284093900596270821e+00,-2.281177102595164818e+00,-2.283258295925581827e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.421226492588642643e+00,2.494498255795932540e+00,2.256115913673217399e+00,2.498128555831278241e+00,2.321699079947828537e+00,2.729225042291415715e+00,2.697128838432433007e+00,2.956016076474575538e+00,2.874417389469362760e+00,-3.135649049938917798e+00,2.968017602237170482e+00,-3.133856266155873538e+00,3.020582989993050749e+00,3.016130590657281285e+00,2.916420711696286361e+00,2.906656914229323263e+00,2.850385503560285194e+00,2.870525587380259758e+00,2.995254752252677122e+00,2.947210856990665651e+00,2.954442741320673083e+00,3.000714056609868230e+00,3.108777681642601376e+00,-3.070624965544048735e+00,-3.086677992045872010e+00,-3.060928274803444982e+00,-2.930345470939074382e+00,-3.016012372575411771e+00,-3.014906794361404518e+00,-2.926758635965650335e+00,-2.840109133864233470e+00,-3.140453434232711505e+00,-3.006326611097278612e+00,-2.860108165199246599e+00,-2.736081637516346809e+00,-2.707843904062532836e+00,-2.597317500952660119e+00,-2.564678590120096580e+00,-2.656953152601877033e+00,-2.645755341578648334e+00,-2.645057319534357632e+00,-2.420559673816830237e+00,-2.605726820733119897e+00,-2.433656359665958835e+00,-2.620061536066055741e+00,-2.560697651090139804e+00,-2.645629549738977460e+00,-2.479479253270916672e+00,-2.719529893801942322e+00,-2.675056231051305300e+00,-2.641610820193897702e+00,-2.640314194561191208e+00,-2.550041290521212645e+00,-2.429448232185289047e+00,-2.373494523230536668e+00,-2.505865746356163992e+00,-2.381113299531744776e+00,-2.246366267958880059e+00,-2.187270521448688054e+00,-2.031533182134843685e+00,-1.961265762003053359e+00,-2.060011973798202334e+00,-2.240782294504152006e+00,-2.253139739306982747e+00,-2.301086466372628259e+00,-2.347912857320779700e+00,-2.291733505672836291e+00,-2.169627513893150894e+00,-2.242584718249430953e+00,-2.110375067048198439e+00,-2.047373175745499818e+00,-2.105576409621326306e+00,-2.155224129456799087e+00,-2.124355718059825815e+00,-2.176455192118304183e+00,-2.235735426105011747e+00,-2.227533627418145201e+00,-2.297816025507614768e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.138209660962592906e+00,2.253444314418755923e+00,2.296231180918856030e+00,2.094692968188977211e+00,2.352744637863876775e+00,2.278980549175648296e+00,2.678995167844430814e+00,2.736358176134837450e+00,2.890361036065517197e+00,2.826460604212634564e+00,3.035890398316387184e+00,2.948638150014644133e+00,3.056975385837147563e+00,3.019493063088174445e+00,2.976314520825990684e+00,2.900961488632239682e+00,2.824395806189853975e+00,2.827715572788251031e+00,2.625376222764797873e+00,2.842575622302274230e+00,2.809273872976059572e+00,2.923977743344556846e+00,2.971716148865427343e+00,3.107485111446162573e+00,3.088342319460442464e+00,3.081512402373174364e+00,3.094066436742648918e+00,-3.130391451067060071e+00,3.115759486804853928e+00,2.997655966081544943e+00,2.988672610987561207e+00,3.047391839912636069e+00,3.069089917720049687e+00,3.114906401884420806e+00,-2.689086566810755308e+00,-2.695831236922827667e+00,-2.700263959764508837e+00,-2.611526735862942594e+00,-2.644911931599357668e+00,-2.694253458737275508e+00,-2.604333237309303772e+00,-2.617100764981139971e+00,-2.503284876888036248e+00,-2.560348024280072465e+00,-2.488540389648827400e+00,-2.540028148050368806e+00,-2.375015037402036011e+00,-2.362340460598946201e+00,-2.394049560988973369e+00,-2.433824601580702129e+00,-2.481277460080698383e+00,-2.465306270468442751e+00,-2.582021100926351842e+00,-2.538445947282067294e+00,-2.529424430014747482e+00,-2.423643759931252362e+00,-2.549201236771043710e+00,-2.419533808713654199e+00,-2.273983440099847542e+00,-2.121985912042984257e+00,-2.054709467532378042e+00,-2.084507496250949998e+00,-2.100991089689318692e+00,-2.142693062919323488e+00,-2.214726898108542841e+00,-2.270317832782283496e+00,-2.256013123147682986e+00,-2.216849065229225424e+00,-2.203145057551624042e+00,-2.210268797262971763e+00,-2.146457711899200760e+00,-2.136564218430084150e+00,-2.094995579356911275e+00,-2.102220161541791033e+00,-2.164677055964858265e+00,-2.203244130160018521e+00,-2.203283522713030074e+00,-2.241939834425131117e+00,-2.292337622031912936e+00
