0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69875,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.39625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94875,3.19125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075,0.68875,1.02125,1.05125,1.06,1.095,1.075,0.635,3.54875,3.21625,3.035,2.23875,1.47125,0.62125,0.655,0.80125,0.80625,1.735,0.0,0.0,0.0,0.02875,0.0,0.0,0.0,4.07625,0.0,0.0,0.14625,0.0,0.0,0.0,0.51375,0.0,0.0825,0.0,0.15125,0.0,0.3025,0.205,0.07875,0.0,0.0,0.0,0.0,0.0975,0.06375,0.28875,0.0,0.02875,0.0,0.0,0.04375,0.0,0.0,0.06375,0.17625,0.01,0.28375,0.025,0.005,0.16125,0.0,0.06375,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27375,0.5175,0.7625,0.7875,1.24125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505,0.25375,0.3475,1.1875,1.2025,2.79625,4.15875,0.0,0.0,0.235,0.28875,0.01,0.0,0.0,0.0,0.0,0.24,0.1025,0.0,0.03375,0.0975,0.0,0.0,0.0,0.03875,0.015,0.3125,0.3425,0.41,0.0,0.3075,0.18625,0.01,0.1075,0.0,0.0,0.0,0.215,0.03875,0.05875,0.04375,0.02875,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15625,0.0,0.05375,0.0,0.1025,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075,0.36125,0.015,0.1175,0.0,0.0,3.69,3.10375,0.0,3.07875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06625,0.0,0.0,0.07875,0.3125,0.0,0.3125,0.42,0.1325,0.0,0.1075,0.0,0.0,0.0,0.0,0.04375,0.0,0.0,0.0,0.0,0.0,0.1075,0.0,0.0,0.015,0.03375,0.03875,0.1125,0.0875,0.1175,0.1125,0.455,0.1175,0.28875,0.18625,0.005,0.025,0.0,0.195,0.005,0.22,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.25375,3.47,4.2225,0.0,0.0,0.58625,0.0,0.0,0.0,0.0,4.08125,0.0,0.0,0.1125,0.0,0.24,0.25875,0.0,0.0,0.0,0.0,0.0,4.07125,0.0,0.1275,0.17625,0.17125,0.0,0.0,0.0,4.07125,0.0,0.0,0.0,0.04375,0.0,0.0,0.0,0.1075,0.04375,0.04375,0.3075,0.1125,0.40125,0.25875,0.0,0.5625,0.0,0.25375,0.27875,0.24875,0.235,0.0975,0.0,0.18625,0.1225,0.1225,0.0825,0.04375,0.06375,0.02875,0.0,0.0875,0.0,0.0,0.0,0.07875,0.02,0.01,0.19,0.15125,0.22,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225,0.45,0.0,0.0,4.07125,0.0,4.17875,0.0,0.0,0.16625,0.0,0.245,0.06875,0.13625,0.0,0.435,0.03875,0.0,0.0,0.0,0.0,0.06875,0.06875,0.0,4.06625,0.0,0.0,0.0,0.1075,0.03375,0.0,0.02875,0.0,0.18125,0.0,0.0825,0.0,0.16125,0.07875,0.3175,0.04375,0.0,0.03375,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.05375,0.01,0.015,0.04875,0.0,0.0,0.04375,0.1075,0.0,0.14625,0.06875,0.06875,0.0,0.015,0.0,0.0,0.015,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07125,0.0,3.76875,0.0,0.0,0.0,0.0,0.0,0.03375,0.17625,0.0,0.14625,0.0,0.0,0.0,0.04375,0.02875,0.1325,0.15625,0.0,4.07125,0.0,0.06875,0.0,0.15625,0.13625,0.025,0.025,0.0,0.245,0.0,0.2,0.05875,0.25875,0.0,0.16625,0.0,0.0,0.1075,0.01,0.02875,0.1325,0.0,0.0,0.0,0.01,0.03375,0.0825,0.16125,0.005,0.02,0.0,0.025,0.0,0.0,0.05375,0.0,0.005,0.03375,0.07375,0.0,0.1175,0.0,0.03375,0.04375,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.68375,1.28,2.21375,1.99875,2.10125,3.5925,0.0,0.0,0.0,0.0,0.0,2.20875,1.2025,2.0475,2.11125,2.9225,0.0,0.0,0.0,0.0,0.0,0.05875,0.07375,0.15625,0.05375,0.0,0.0,0.19,0.0,0.0,0.0,0.16625,0.0,0.04875,0.0825,0.03375,0.03375,0.0,0.1225,0.0,0.0,0.0,0.0,0.0,0.195,0.015,0.0,0.14125,0.0,0.04875,0.15125,0.1225,0.01,0.05375,0.02875,0.0,0.02,0.07875,0.0,0.0,0.04875,0.13625,0.0,0.0975,0.1325,0.05375,0.0975,0.05375,0.01,0.0,0.06375,0.0,0.0,0.02,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7725,0.245,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,3.62125,0.0,2.9075,1.33375,0.50875,0.0,0.0,0.0,0.63,1.295,2.0525,2.02875,2.9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.0825,0.15125,0.14625,0.03375,0.06375,0.0,0.245,0.0,0.29375,0.06875,0.16625,0.0,0.15125,0.0,0.0,0.02875,0.0,0.03875,0.07375,0.1175,0.0,0.05875,0.07875,0.015,0.07875,0.1275,0.0825,0.0,0.015,0.005,0.0,0.0,0.03375,0.0,0.015,0.05375,0.01,0.0,0.06375,0.03875,0.015,0.05875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57125,0.03375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48875,0.68375,1.25625,0.62125,0.5675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62125,1.33375,2.09625,2.9625,0.0,2.97125,1.98375,2.7175,3.5625,4.2325,4.09125,0.0,0.05875,0.005,0.06375,0.025,0.0,0.0875,0.02,0.14625,0.03875,0.16625,0.06875,0.24,0.19,0.195,0.17125,0.14125,0.14625,0.02,0.05375,0.015,0.1275,0.0,0.04375,0.07375,0.1075,0.0925,0.04875,0.07875,0.1125,0.0825,0.04375,0.05875,0.07875,0.07875,0.015,0.03875,0.0,0.03375,0.02,0.0,0.0,0.015,0.015,0.0
