0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26375,0.9925,0.9875,1.03125,1.07,1.09,0.3525,0.69375,0.0,3.3425,1.4325,2.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35625,0.0,0.3475,0.3175,1.05625,0.3025,0.0,0.0,0.875,0.86,2.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.625,1.91625,0.0,0.0925,0.0,0.18625,0.14125,0.1075,0.025,0.0,0.0,0.0,4.07625,0.0,0.0,0.005,0.17125,0.0975,0.1075,0.015,0.025,0.17125,0.5275,0.0,0.235,0.1025,0.15625,0.025,0.0925,0.0,0.26875,0.1225,0.195,0.0,0.02,0.0,0.0,0.0,0.025,0.15125,0.0,0.0,0.13625,0.0,0.0,0.02875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5275,0.0,0.0,0.0,2.58125,0.68875,0.06375,0.07875,1.44625,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.455,0.0,2.87375,0.45,1.2025,0.0,0.0,0.0,0.0,0.0925,0.025,0.005,0.04375,0.0,0.0,0.0,0.0,0.03875,0.04875,0.07875,0.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.07375,0.03875,0.04375,0.0,0.0,0.0,0.0,0.0,0.0,0.04875,0.0,0.04875,0.05375,0.215,0.0,0.01,0.0875,0.06375,0.0,0.005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525,0.68375,0.70375,3.3425,2.2925,2.24875,2.75625,3.27,3.54375,4.20875,0.0,0.0,2.88875,0.22,0.215,0.63,1.0025,2.84,0.0,0.0,4.06125,0.0,0.0,0.0,4.2175,0.0,3.01125,0.3125,0.48875,1.4225,1.95,2.7325,0.0,0.0,0.0,0.04375,0.13625,0.17125,0.0,4.08125,0.0,0.04875,0.03875,0.0,0.0,0.0,3.62125,4.15875,0.0,0.0,4.06625,0.0,0.03375,0.0,0.0,0.14625,0.04875,0.14625,0.195,0.13625,0.07375,0.03375,0.14125,0.02,0.24875,0.0875,0.3075,0.0,0.0,0.07875,0.0,0.0,0.005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.7725,0.0,0.0,0.0,0.0,2.7225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46125,1.44125,0.0,1.46125,2.03375,0.0,0.0,4.18875,0.0,0.0,0.0,0.0,0.0,0.0,1.81375,0.5175,0.655,0.0,0.19,1.34375,3.455,0.0,0.005,0.0975,0.14125,0.0,0.0,0.0,0.0,0.0,0.0,4.08125,4.19875,0.0,4.2125,0.0,0.0,0.0,0.0,0.15625,0.21,0.025,0.0925,0.025,0.03875,0.0,0.0,0.04375,0.06875,0.16125,0.1225,0.025,0.04375,0.1275,0.0,0.0,0.02875,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16125,0.5475,0.0,0.0875,0.47375,0.13625,0.0,4.18875,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,1.34375,2.14625,0.0,2.96625,2.7025,0.0,0.0,4.155,0.0,0.0,3.5,3.6125,0.0,0.0,3.07375,0.0,2.2625,0.645,0.60625,0.79125,2.88375,0.0,0.0,0.1025,0.0975,0.0,0.03375,0.1325,0.0875,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.1125,0.0,0.0,0.0,0.0,0.06375,0.07375,0.0975,0.04375,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.07375,0.0,0.02,0.14125,0.05875,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0875,0.0,4.19375,0.0,4.07625,0.0,0.0,0.0,3.65625,1.4175,0.62125,2.14625,0.0,0.0,3.42625,0.0,0.0,4.17875,0.0,0.0,2.0425,2.14625,0.0,4.18375,4.18875,0.0,0.0,2.87875,2.825,0.0,3.62125,0.0,0.0,0.07875,0.015,0.0,0.1025,0.0,0.02,0.0,0.0,0.0,0.1175,0.195,0.0,0.0,0.0,0.0,0.0,0.22,0.1025,0.0825,0.04875,0.01,0.02,0.0,0.0,0.0,0.1325,0.015,0.07375,0.07875,0.0,0.26375,0.06375,0.0,0.1175,0.0825,0.03375,0.005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82625,1.95,3.00625,0.0,0.0,0.1025,0.0,0.0,2.74625,0.0,0.0,0.0,0.0,0.0,2.8,1.38375,2.0425,3.5875,0.0,0.0,4.06125,0.0,0.0,3.5775,0.0,0.0,2.8,2.88875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695,0.0,0.0,0.13625,0.03375,0.28375,0.0,0.06375,0.0,0.35625,0.17125,0.28875,0.16625,0.005,0.1225,0.06875,0.1075,0.01,0.1275,0.01,0.0,0.0,0.07875,0.1225,0.0975,0.1225,0.025,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.05875,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275,0.06875,1.075,0.0,0.0,0.47875,0.0,0.02875,0.0,0.0,2.18,1.14875,1.45625,2.9075,0.0,0.0,0.0,2.9175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9525,2.0575,0.0,0.0,2.195,0.0,0.0,0.06875,0.02875,0.07375,0.05875,0.04875,0.01,0.0875,0.0,3.5975,2.89875,0.0,0.0,0.07375,0.27375,0.0,0.21,0.0,0.06375,0.0,0.16125,0.0975,0.1225,0.06375,0.03375,0.07875,0.0,0.14125,0.04875,0.0925,0.0,0.13625,0.1075,0.0825,0.03375,0.02,0.05875,0.0,0.03375,0.0,0.02,0.03875,0.06375,0.005,0.1025,0.0875,0.0,0.05375,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3075,0.93875,0.0,1.36375,0.0,0.0,0.64,0.0,0.07875,0.0,2.825,0.635,0.0,0.0,0.5225,1.34375,2.79125,2.12125,3.5925,0.0,0.0,0.1025,0.02,0.0,4.07625,0.0,2.9225,1.12875,2.02375,2.11625,2.0725,2.0575,0.0,0.0,0.1175,0.04375,0.0875,0.1125,0.0875,0.1275,0.0,4.19875,0.0,4.06125,0.0,0.025,0.0975,0.0,0.0875,0.0,0.1075,0.0,0.0925,0.05875,0.0,0.0,0.03375,0.04375,0.0,0.06375,0.0,0.025,0.0,0.05375,0.0,0.1275,0.0,0.0,0.02875,0.025,0.0,0.01,0.015,0.0,0.0,0.0,0.0,0.0,0.03875,0.1025,0.0
